project_code	submitter_sample_id	ega_sample_id	ega_analysis_id	file_name	ega_file_id	encrypted_file_md5sum	file_md5sum	dataset_id
PRAD-CA	CPCG0350-F1	EGAN00001220735	EGAZ00001254637	CPCG/100PG/bam/CPCG0350-F1.bam	EGAF00001430117	511c3298898b660b8f91eaa73656a49b	128adc29a5c66db477d7256c1b59e679	EGAD00001003139
PRAD-CA	CPCG0353-F1	EGAN00001220739	EGAZ00001254640	CPCG/100PG/bam/CPCG0353-F1.bam	EGAF00001430114	36f69723fff8d1f08e3d7e4512710e4f	1afd0ab6b5b03aa874b4e7157dcc7651	EGAD00001003139
PRAD-CA	CPCG0357-F1	EGAN00001220747	EGAZ00001254645	CPCG/100PG/bam/CPCG0357-F1.bam	EGAF00001430109	10e4132a98bf1fda299f3bcf8c0c50e1	11125f28c1110a9bbe0e2f2a852b6424	EGAD00001003139
PRAD-CA	CPCG0358-F1	EGAN00001220749	EGAZ00001254647	CPCG/100PG/bam/CPCG0358-F1.bam	EGAF00001430107	ca4feeadb37ea5b9fe8d538a7778892b	e81c7876810c95910477d4ba74a8593b	EGAD00001003139
PRAD-CA	CPCG0361-F1	EGAN00001220753	EGAZ00001254650	CPCG/100PG/bam/CPCG0361-F1.bam	EGAF00001430104	7e2300b8f833c311ad27123ce39859c2	e6db3975f13ed34fcf9ce5be3c4d548f	EGAD00001003139
PRAD-CA	CPCG0362-F1	EGAN00001220755	EGAZ00001254651	CPCG/100PG/bam/CPCG0362-F1.bam	EGAF00001430103	602fb214058c5c6a79a78f7005f00475	11280482ca47c178b62e004f8d05579c	EGAD00001003139
PRAD-CA	CPCG0363-F1	EGAN00001220757	EGAZ00001254653	CPCG/100PG/bam/CPCG0363-F1.bam	EGAF00001430101	7c217ffb466d07a7b824d92dbdeb20b1	6526e9b98b25b2e7fc20b60e890b839c	EGAD00001003139
PRAD-CA	CPCG0364-F1	EGAN00001220759	EGAZ00001254655	CPCG/100PG/bam/CPCG0364-F1.bam	EGAF00001430099	351f1a34917cd3a3e007e49207c88a24	38e1a6dfabf21916ec8f39df3587e6b6	EGAD00001003139
PRAD-CA	CPCG0366-F1	EGAN00001220763	EGAZ00001254657	CPCG/100PG/bam/CPCG0366-F1.bam	EGAF00001430097	b170fb3e83c46b6fea373668ae25af89	337a0c66a15c777d5f91b2a752998853	EGAD00001003139
PRAD-CA	CPCG0368-F1	EGAN00001220765	EGAZ00001254659	CPCG/100PG/bam/CPCG0368-F1.bam	EGAF00001430095	4e74c43b039b4eddd404a4695de2c1a5	ab4dbcb2a3fb829a1ebed6b6a6661b67	EGAD00001003139
PRAD-CA	CPCG0369-F1	EGAN00001220767	EGAZ00001254661	CPCG/100PG/bam/CPCG0369-F1.bam	EGAF00001430093	3158bf56a4942aaf2a81974701f12d77	b68ecc8c603393813cd76141b199710a	EGAD00001003139
PRAD-CA	CPCG0371-F1	EGAN00001220769	EGAZ00001254662	CPCG/100PG/bam/CPCG0371-F1.bam	EGAF00001430092	a969cadeb4b483dbdda24e518fb8b4b0	8b661b0653178c274897c89deb1eef7d	EGAD00001003139
PRAD-CA	CPCG0372-F1	EGAN00001220771	EGAZ00001254664	CPCG/100PG/bam/CPCG0372-F1.bam	EGAF00001430090	8bdd86fe7cf8ab2655696586d62c9fea	3221b3f6443b897392024df3e0fa40ae	EGAD00001003139
PRAD-CA	CPCG0373-F1	EGAN00001220773	EGAZ00001254666	CPCG/100PG/bam/CPCG0373-F1.bam	EGAF00001430139	f073006710e995b94edecab87af2ff85	b3dd69e273e53d3b6ac8b7f33c97bc08	EGAD00001003139
PRAD-CA	CPCG0375-F1	EGAN00001220777	EGAZ00001254668	CPCG/100PG/bam/CPCG0375-F1.bam	EGAF00001430141	409ffb72f3f9a828a51b02dd47d34b1e	12ce58534723655cb99da2012b6e4111	EGAD00001003139
PRAD-CA	CPCG0387-F1	EGAN00001220787	EGAZ00001254673	CPCG/100PG/bam/CPCG0387-F1.bam	EGAF00001430146	916aefd31d214ce4c532824b7f4c808a	af2d9c4688d51f8b5fa7d453b3745e17	EGAD00001003139
PRAD-CA	CPCG0388-F1	EGAN00001220789	EGAZ00001254675	CPCG/100PG/bam/CPCG0388-F1.bam	EGAF00001430148	91934c008d7d128a53b56144d580f156	1d906625f5769db6dffe8f85bbcce2eb	EGAD00001003139
PRAD-CA	CPCG0401-F1	EGAN00001220795	EGAZ00001254679	CPCG/100PG/bam/CPCG0401-F1.bam	EGAF00001430152	4538a2b5137e2c22eb339cbdb156837e	1dad5a5991681a1569e1dbfc9d20b243	EGAD00001003139
PRAD-CA	CPCG0404-F1	EGAN00001220797	EGAZ00001254681	CPCG/100PG/bam/CPCG0404-F1.bam	EGAF00001430154	dd2a46b81821ad13dc2f1acdf52a7167	bbec2774d0c98f7231a044a384890719	EGAD00001003139
PRAD-CA	CPCG0407-F1	EGAN00001220799	EGAZ00001254683	CPCG/100PG/bam/CPCG0407-F1.bam	EGAF00001430156	06a897ed10564d0df21fa428743f3358	7ab88f7c01566198e19a2b2af2728702	EGAD00001003139
