project_code	submitter_sample_id	ega_sample_id	ega_analysis_id	file_name	ega_file_id	encrypted_file_md5sum	file_md5sum	dataset_id
PAEN-IT	1027N	EGAN00001431984	EGAZ00001235446	20160818_PNET/0a9d839b-1cbc-4d25-9afb-8774dcc52b19.bam.gpg	EGAF00001331640	84404420db4f03ae101b0fac92ff2957	e76f944c13dfcfcfabb14abd0c2fe99e	EGAD00001002684
PAEN-IT	1050N	EGAN00001431988	EGAZ00001235450	20160818_PNET/1b1da4cb-db4e-4b87-8a82-3bea3b3dd1ed.bam.gpg	EGAF00001331644	57f0f780f3a5d051e4c79b64aab57bf1	7d2c86138faa0df62fe5a6f1d5f21eda	EGAD00001002684
PAEN-IT	1027T	EGAN00001431985	EGAZ00001235447	20160818_PNET/fca2cf97-285f-48cc-a1c6-dbb169fd26a9.bam.gpg	EGAF00001331641	85b8be9ff99eb607aadb3e9c74439086	8c4d0e15918210254d85351c99cd0a0f	EGAD00001002684
PAEN-IT	1001T	EGAN00001431983	EGAZ00001235445	20160818_PNET/79ea5932-fd95-4a99-b3cd-0e74ca9b332e.bam.gpg	EGAF00001331639	fa7e74d839e23204b63f2e8ff5c2c6e9	ac6b9767f84f7f2a3d036e6651f9aad6	EGAD00001002684
PAEN-IT	941N	EGAN00001431972	EGAZ00001235434	20160818_PNET/d8f17089-a743-4155-b121-daab5109a00e.bam.gpg	EGAF00001331628	aa554290cdea942653844504b3cfb865	31b927854d138f9ab4483afb0bf0c3f9	EGAD00001002684
PAEN-IT	941T	EGAN00001431973	EGAZ00001235435	20160818_PNET/0585262b-d45b-4eb8-b052-9eec2e0d0984.bam.gpg	EGAF00001331629	0dfcd2b9005fd6dca6c3f8500b0180cf	6d1496943ae62a2d7ad2bf7f44d28fe2	EGAD00001002684
PAEN-IT	1001N	EGAN00001431982	EGAZ00001235444	20160818_PNET/6b1d4078-0956-4283-b7c6-65d11504355e.bam.gpg	EGAF00001331638	fd9378257fbcb1ab6d8d19a2d69235eb	eeba780ef06bc644ce2bea773ffed8bd	EGAD00001002684
PAEN-IT	681N	EGAN00001431950	EGAZ00001235412	20160818_PNET/9552c37f-7fa1-46fa-86c1-1da070bf1578.bam.gpg	EGAF00001331606	3b55014fec09d9d5eeb34d572272f783	bd7f37d7ead1516b73b85c01e844c6c6	EGAD00001002684
PAEN-IT	681T	EGAN00001431951	EGAZ00001235413	20160818_PNET/db1df7a5-3b66-4a88-9927-0d93913e7ce6.bam.gpg	EGAF00001331607	8577904e50a3b756145f721684ab3fb7	e4892812fd9c5fec74e231c37c2ca9c3	EGAD00001002684
PAEN-IT	673N	EGAN00001431948	EGAZ00001235410	20160818_PNET/ab54d111-4947-4273-97b0-775b280dd7bf.bam.gpg	EGAF00001331604	347f4b2ce5bd71661f419805e8d321c2	cbcf9c9b6b3a01f85b6e3c48c79ff50e	EGAD00001002684
